44371212, 166840
44371212, 166840
44371212, 166840
44371212, 166968
44381250, 167396
44402837, 167890
44454297, 168307
44773029, 170351
45000270, 171706
45000270, 171690
50743995, 207669
50935735, 209267
51287319, 211512
51382116, 211822
51695280, 214212
51993560, 216094
52024863, 215965
52343259, 218430
52634094, 220259
52694914, 220711
53082356, 223237
53294451, 224360
53390145, 225240
53778442, 227747
53934033, 228422
54082281, 229746
54438584, 232016
54572415, 232544
54749076, 234085
55095601, 236296
55210980, 236681
55229139, 236544
55498428, 238967
55796892, 240751
55849368, 240803
55874754, 240564
56210834, 243609
56468858, 245176
56487600, 244942
56555049, 245750
56938814, 248345
57123477, 249149
57127899, 249123
57259439, 250419
57627618, 252665
57762030, 253273
57769770, 253218
57987035, 255178
58310603, 257232
58401630, 257403
58417275, 257250
58721696, 259963
58987701, 261548
59040177, 261510
59069142, 261383
59423298, 264534
59663307, 265930
59678400, 265697
59776915, 266816
60157825, 269285
60314274, 269870
60316578, 269819
60511597, 271623
60835725, 273675
60953784, 274015
60958053, 273958
61239820, 276358
61538991, 278131
61592616, 278109
61603065, 278024
61950754, 280989
62186457, 282397
62230857, 282228
62282856, 283131
62658562, 285596
62858472, 286584
62869065, 286385
62979716, 287696
63353595, 290048
63500622, 290661
63507276, 290542
63684484, 292287
64009128, 294234
64143153, 294731
64145427, 294680
64384443, 296848
64684992, 298743
64782468, 298878
64783608, 298820
65092365, 301453
65369181, 303042
65379497, 302929
65379497, 302898
65379497, 302867
65379497, 302853
65379497, 302823
65379497, 302809
65379497, 302779
65379497, 302748
65379497, 302735
65379497, 302704
65379497, 302690
65379497, 302660
65379497, 302629
65379497, 302616
65379497, 302585
65379497, 302554
65379497, 302541
65379497, 302510
65379497, 302497
65379497, 302466
65379497, 302435
65379497, 302422
65379497, 302391
65379497, 302378
65379497, 302381
65379497, 302384
65379497, 302387
65379497, 302390
65379497, 302393
65379497, 302396
65379497, 302399
65379497, 302402
65379497, 302405
65379497, 302408
65379497, 302411
65379497, 302415
65379497, 302418
65379497, 302420
65379497, 302424
65379497, 302427
65379497, 302430
65379497, 302433
65379497, 302436
65379497, 302439
65379497, 302442
65379497, 302445
65379497, 302448
65379497, 302451
65379497, 302454
65379497, 302457
65379497, 302460
65379497, 302464
65379497, 302467
65379497, 302469
65379497, 302473
65379497, 302476
65379497, 302479
65379497, 302482
65379497, 302485
65379497, 302488
65379497, 302491
65379497, 302494
65379497, 302497
65379497, 302500
65379497, 302503
65379497, 302506
65379497, 302509
65379497, 302513
65379497, 302516
65379497, 302519
65379497, 302522
65379497, 302525
65379497, 302528
65379497, 302531
65379497, 302534
65379497, 302537
65379497, 302540
65379497, 302543
65379497, 302546
65379497, 302550
65379497, 302553
65379497, 302556
65379497, 302559
65379497, 302562
65379497, 302565
65379497, 302568
65379497, 302571
65379497, 302574
65379497, 302577
65379497, 302580
65379497, 302583
65379497, 302586
65379497, 302589
65379497, 302592
65379497, 302595
65379497, 302598
65379497, 302601
65379497, 302604
65379497, 302607
65379497, 302610
65379497, 302613
65379497, 302616
65379497, 302619
65379497, 302622
65379497, 302625
65379497, 302629
65379497, 302632
65379497, 302635
65379497, 302638
65379497, 302641
65379497, 302644
65379497, 302647
65379497, 302650
65379497, 302653
65379497, 302656
65379497, 302659
65379497, 302662
65379497, 302665
65379497, 302668
65379497, 302671
65379497, 302674
65379497, 302677
65379497, 302680
65379497, 302684
65379497, 302687
65379497, 302690
65379497, 302693
65379497, 302695
65379497, 302699
65379497, 302702
65379497, 302705
65379497, 302708
65379497, 302711
65379497, 302714
65379497, 302717
65379497, 302720
65379497, 302723
65379497, 302726
65379497, 302729
65379497, 302732
65379497, 302735
65379497, 302738
65379497, 302741
65379497, 302744
65379497, 302747
65379497, 302750
65379497, 302753
65379497, 302756
65379497, 302759
65379497, 302762
65379497, 302765
65379497, 302769
65379497, 302772
65379497, 302775
65379497, 302778
65379497, 302781
65379497, 302784
65379497, 302787
65379497, 302790
65379497, 302793
65379497, 302796
65379497, 302799
65379497, 302802
65379497, 302805
65379497, 302808
65379497, 302811
65379497, 302814
65379497, 302817
65379497, 302820
65379497, 302823
65379497, 302826
65379497, 302829
65379497, 302832
65379497, 302836
65379497, 302839
65379497, 302841
65379497, 302845
65379497, 302848
65379497, 302851
65379497, 302854
65379497, 302857
65379497, 302860
65379497, 302863
65379497, 302866
65379497, 302869
65379497, 302872
65379497, 302875
65379497, 302878
65379497, 302881
65379497, 302884
65379497, 302887
65379497, 302890
65379497, 302893
65379497, 302896
65379497, 302900
65379497, 302903
65379497, 302906
65379497, 302909
65379497, 302912
65379497, 302915
65379497, 302918
65379497, 302921
65379497, 302924
